"Temperature"	"Pressure"	"Humidity"	"CO2.Concentration"	"Luminosity"	"UV.Intensity"	"UV.Index"	"Latitude"	"Longitude"	"Speed"	"Altitude"	"GNSS.Time"	"GNSS.Date"	"Date"	"Time"	"H"	"D"	"M"	"Y"	"m"	"DateTime"
NA	NA	NA	NA	0	92	92,26	NA	NA	NA	NA	NA	NA	2024-12-22	12H 0M 6S	12	22	12	2024	0	2024-12-22 12:00:06
24,59	92,89	92,26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	11H 59M 59S	11	22	12	2024	59	2024-12-22 11:59:59
NA	NA	NA	NA	0	92	92,26	NA	NA	NA	NA	NA	NA	2024-12-22	12H 0M 6S	12	22	12	2024	0	2024-12-22 12:00:06
NA	NA	NA	NA	0	92	92,26	NA	NA	NA	NA	NA	NA	2024-12-22	12H 0M 6S	12	22	12	2024	0	2024-12-22 12:00:06
23,87	NA	92,67	325	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	12H 0M 14S	12	22	12	2024	0	2024-12-22 12:00:14
23,87	NA	92,67	325	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	12H 0M 14S	12	22	12	2024	0	2024-12-22 12:00:14
24,79	92,88	92,34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	12H 29M 58S	12	22	12	2024	29	2024-12-22 12:29:58
24,79	92,88	92,34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	12H 29M 58S	12	22	12	2024	29	2024-12-22 12:29:58
24,79	92,88	92,34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	12H 29M 58S	12	22	12	2024	29	2024-12-22 12:29:58
NA	NA	NA	NA	0	92	92,34	NA	NA	NA	NA	NA	NA	2024-12-22	12H 30M 6S	12	22	12	2024	30	2024-12-22 12:30:06
NA	NA	NA	NA	0	92	92,34	NA	NA	NA	NA	NA	NA	2024-12-22	12H 30M 6S	12	22	12	2024	30	2024-12-22 12:30:06
NA	NA	NA	NA	0	92	92,34	NA	NA	NA	NA	NA	NA	2024-12-22	12H 30M 6S	12	22	12	2024	30	2024-12-22 12:30:06
24,14	NA	93,26	317	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	12H 30M 14S	12	22	12	2024	30	2024-12-22 12:30:14
24,14	NA	93,26	317	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	12H 30M 14S	12	22	12	2024	30	2024-12-22 12:30:14
24,14	NA	93,26	317	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	12H 30M 14S	12	22	12	2024	30	2024-12-22 12:30:14
25,05	92,88	92,01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	12H 59M 58S	12	22	12	2024	59	2024-12-22 12:59:58
25,05	92,88	92,01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	12H 59M 58S	12	22	12	2024	59	2024-12-22 12:59:58
25,05	92,88	92,01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	12H 59M 58S	12	22	12	2024	59	2024-12-22 12:59:58
NA	NA	NA	NA	0	92	92,01	NA	NA	NA	NA	NA	NA	2024-12-22	13H 0M 6S	13	22	12	2024	0	2024-12-22 13:00:06
NA	NA	NA	NA	0	92	92,01	NA	NA	NA	NA	NA	NA	2024-12-22	13H 0M 6S	13	22	12	2024	0	2024-12-22 13:00:06
NA	NA	NA	NA	0	92	92,01	NA	NA	NA	NA	NA	NA	2024-12-22	13H 0M 6S	13	22	12	2024	0	2024-12-22 13:00:06
24,49	NA	93,35	326	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	13H 0M 14S	13	22	12	2024	0	2024-12-22 13:00:14
24,49	NA	93,35	326	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	13H 0M 14S	13	22	12	2024	0	2024-12-22 13:00:14
24,49	NA	93,35	326	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	13H 0M 14S	13	22	12	2024	0	2024-12-22 13:00:14
25,32	92,85	92,1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	13H 29M 58S	13	22	12	2024	29	2024-12-22 13:29:58
25,32	92,85	92,1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	13H 29M 58S	13	22	12	2024	29	2024-12-22 13:29:58
25,32	92,85	92,1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	13H 29M 58S	13	22	12	2024	29	2024-12-22 13:29:58
NA	NA	NA	NA	0	92	92,1	NA	NA	NA	NA	NA	NA	2024-12-22	13H 30M 6S	13	22	12	2024	30	2024-12-22 13:30:06
NA	NA	NA	NA	0	92	92,1	NA	NA	NA	NA	NA	NA	2024-12-22	13H 30M 6S	13	22	12	2024	30	2024-12-22 13:30:06
NA	NA	NA	NA	0	92	92,1	NA	NA	NA	NA	NA	NA	2024-12-22	13H 30M 6S	13	22	12	2024	30	2024-12-22 13:30:06
25,06	NA	93,65	331	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	13H 30M 14S	13	22	12	2024	30	2024-12-22 13:30:14
25,06	NA	93,65	331	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	13H 30M 14S	13	22	12	2024	30	2024-12-22 13:30:14
25,06	NA	93,65	331	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	13H 30M 14S	13	22	12	2024	30	2024-12-22 13:30:14
25,14	92,83	92,54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	13H 59M 58S	13	22	12	2024	59	2024-12-22 13:59:58
25,14	92,83	92,54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	13H 59M 58S	13	22	12	2024	59	2024-12-22 13:59:58
25,14	92,83	92,54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	13H 59M 58S	13	22	12	2024	59	2024-12-22 13:59:58
NA	NA	NA	NA	62	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	14H 0M 6S	14	22	12	2024	0	2024-12-22 14:00:06
NA	NA	NA	NA	62	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	14H 0M 6S	14	22	12	2024	0	2024-12-22 14:00:06
24,93	NA	92,93	330	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	14H 0M 13S	14	22	12	2024	0	2024-12-22 14:00:13
24,93	NA	92,93	330	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	14H 0M 13S	14	22	12	2024	0	2024-12-22 14:00:13
24,93	NA	92,93	330	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	14H 0M 13S	14	22	12	2024	0	2024-12-22 14:00:13
25,48	92,79	92,6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	14H 29M 58S	14	22	12	2024	29	2024-12-22 14:29:58
25,48	92,79	92,6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	14H 29M 58S	14	22	12	2024	29	2024-12-22 14:29:58
25,48	92,79	92,6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	14H 29M 58S	14	22	12	2024	29	2024-12-22 14:29:58
NA	NA	NA	NA	0	92	92,6	NA	NA	NA	NA	NA	NA	2024-12-22	14H 30M 5S	14	22	12	2024	30	2024-12-22 14:30:05
NA	NA	NA	NA	0	92	92,6	NA	NA	NA	NA	NA	NA	2024-12-22	14H 30M 5S	14	22	12	2024	30	2024-12-22 14:30:05
NA	NA	NA	NA	0	92	92,6	NA	NA	NA	NA	NA	NA	2024-12-22	14H 30M 5S	14	22	12	2024	30	2024-12-22 14:30:05
25,41	NA	91,83	325	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	14H 30M 13S	14	22	12	2024	30	2024-12-22 14:30:13
25,41	NA	91,83	325	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	14H 30M 13S	14	22	12	2024	30	2024-12-22 14:30:13
26,09	92,76	91,94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	14H 59M 58S	14	22	12	2024	59	2024-12-22 14:59:58
26,09	92,76	91,94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	14H 59M 58S	14	22	12	2024	59	2024-12-22 14:59:58
26,09	92,76	91,94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	14H 59M 58S	14	22	12	2024	59	2024-12-22 14:59:58
NA	NA	NA	NA	0	92	91,94	NA	NA	NA	NA	NA	NA	2024-12-22	15H 0M 5S	15	22	12	2024	0	2024-12-22 15:00:05
NA	NA	NA	NA	0	92	91,94	NA	NA	NA	NA	NA	NA	2024-12-22	15H 0M 5S	15	22	12	2024	0	2024-12-22 15:00:05
NA	NA	NA	NA	0	92	91,94	NA	NA	NA	NA	NA	NA	2024-12-22	15H 0M 5S	15	22	12	2024	0	2024-12-22 15:00:05
26,06	NA	91,25	335	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	15H 0M 13S	15	22	12	2024	0	2024-12-22 15:00:13
26,06	NA	91,25	335	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	15H 0M 13S	15	22	12	2024	0	2024-12-22 15:00:13
26,06	NA	91,25	335	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	15H 0M 13S	15	22	12	2024	0	2024-12-22 15:00:13
26,07	92,75	92,22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	15H 29M 58S	15	22	12	2024	29	2024-12-22 15:29:58
26,07	92,75	92,22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	15H 29M 58S	15	22	12	2024	29	2024-12-22 15:29:58
NA	NA	NA	NA	0	92	92,22	NA	NA	NA	NA	NA	NA	2024-12-22	15H 30M 5S	15	22	12	2024	30	2024-12-22 15:30:05
NA	NA	NA	NA	0	92	92,22	NA	NA	NA	NA	NA	NA	2024-12-22	15H 30M 5S	15	22	12	2024	30	2024-12-22 15:30:05
NA	NA	NA	NA	0	92	92,22	NA	NA	NA	NA	NA	NA	2024-12-22	15H 30M 5S	15	22	12	2024	30	2024-12-22 15:30:05
26,02	NA	91,47	344	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	15H 30M 13S	15	22	12	2024	30	2024-12-22 15:30:13
26,02	NA	91,47	344	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	15H 30M 13S	15	22	12	2024	30	2024-12-22 15:30:13
26,64	92,71	91,75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	15H 59M 57S	15	22	12	2024	59	2024-12-22 15:59:57
26,64	92,71	91,75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	15H 59M 57S	15	22	12	2024	59	2024-12-22 15:59:57
26,64	92,71	91,75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	15H 59M 57S	15	22	12	2024	59	2024-12-22 15:59:57
NA	NA	NA	NA	0	92	91,75	NA	NA	NA	NA	NA	NA	2024-12-22	16H 0M 5S	16	22	12	2024	0	2024-12-22 16:00:05
NA	NA	NA	NA	0	92	91,75	NA	NA	NA	NA	NA	NA	2024-12-22	16H 0M 5S	16	22	12	2024	0	2024-12-22 16:00:05
NA	NA	NA	NA	0	92	91,75	NA	NA	NA	NA	NA	NA	2024-12-22	16H 0M 5S	16	22	12	2024	0	2024-12-22 16:00:05
26,63	NA	90,95	345	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	16H 0M 13S	16	22	12	2024	0	2024-12-22 16:00:13
26,63	NA	90,95	345	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	16H 0M 13S	16	22	12	2024	0	2024-12-22 16:00:13
26,63	NA	90,95	345	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	16H 0M 13S	16	22	12	2024	0	2024-12-22 16:00:13
26,16	92,68	92,38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	16H 29M 57S	16	22	12	2024	29	2024-12-22 16:29:57
26,16	92,68	92,38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	16H 29M 57S	16	22	12	2024	29	2024-12-22 16:29:57
26,16	92,68	92,38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	16H 29M 57S	16	22	12	2024	29	2024-12-22 16:29:57
NA	NA	NA	NA	0	92	92,38	NA	NA	NA	NA	NA	NA	2024-12-22	16H 30M 5S	16	22	12	2024	30	2024-12-22 16:30:05
NA	NA	NA	NA	0	92	92,38	NA	NA	NA	NA	NA	NA	2024-12-22	16H 30M 5S	16	22	12	2024	30	2024-12-22 16:30:05
NA	NA	NA	NA	0	92	92,38	NA	NA	NA	NA	NA	NA	2024-12-22	16H 30M 5S	16	22	12	2024	30	2024-12-22 16:30:05
26,19	NA	91,27	351	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	16H 30M 13S	16	22	12	2024	30	2024-12-22 16:30:13
26,19	NA	91,27	351	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	16H 30M 13S	16	22	12	2024	30	2024-12-22 16:30:13
26,19	NA	91,27	351	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	16H 30M 13S	16	22	12	2024	30	2024-12-22 16:30:13
26	92,65	92,44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	16H 59M 57S	16	22	12	2024	59	2024-12-22 16:59:57
26	92,65	92,44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	16H 59M 57S	16	22	12	2024	59	2024-12-22 16:59:57
26	92,65	92,44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	16H 59M 57S	16	22	12	2024	59	2024-12-22 16:59:57
NA	NA	NA	NA	0	92	92,44	NA	NA	NA	NA	NA	NA	2024-12-22	17H 0M 5S	17	22	12	2024	0	2024-12-22 17:00:05
NA	NA	NA	NA	0	92	92,44	NA	NA	NA	NA	NA	NA	2024-12-22	17H 0M 5S	17	22	12	2024	0	2024-12-22 17:00:05
NA	NA	NA	NA	0	92	92,44	NA	NA	NA	NA	NA	NA	2024-12-22	17H 0M 5S	17	22	12	2024	0	2024-12-22 17:00:05
26,05	NA	91,16	355	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	17H 0M 13S	17	22	12	2024	0	2024-12-22 17:00:13
26,05	NA	91,16	355	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	17H 0M 13S	17	22	12	2024	0	2024-12-22 17:00:13
26,05	NA	91,16	355	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	17H 0M 13S	17	22	12	2024	0	2024-12-22 17:00:13
24,89	92,68	92,99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	17H 29M 57S	17	22	12	2024	29	2024-12-22 17:29:57
24,89	92,68	92,99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	17H 29M 57S	17	22	12	2024	29	2024-12-22 17:29:57
24,89	92,68	92,99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	17H 29M 57S	17	22	12	2024	29	2024-12-22 17:29:57
NA	NA	NA	NA	18	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	17H 30M 5S	17	22	12	2024	30	2024-12-22 17:30:05
NA	NA	NA	NA	18	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	17H 30M 5S	17	22	12	2024	30	2024-12-22 17:30:05
NA	NA	NA	NA	18	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	17H 30M 5S	17	22	12	2024	30	2024-12-22 17:30:05
24,75	NA	91,9	349	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	17H 30M 12S	17	22	12	2024	30	2024-12-22 17:30:12
24,75	NA	91,9	349	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	17H 30M 12S	17	22	12	2024	30	2024-12-22 17:30:12
24,75	NA	91,9	349	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	17H 30M 12S	17	22	12	2024	30	2024-12-22 17:30:12
NA	NA	NA	NA	6	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	18H 0M 7S	18	22	12	2024	0	2024-12-22 18:00:07
NA	NA	NA	NA	6	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	18H 0M 7S	18	22	12	2024	0	2024-12-22 18:00:07
NA	NA	NA	NA	6	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	18H 0M 7S	18	22	12	2024	0	2024-12-22 18:00:07
23,96	NA	92,05	342	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	18H 0M 14S	18	22	12	2024	0	2024-12-22 18:00:14
23,96	NA	92,05	342	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	18H 0M 14S	18	22	12	2024	0	2024-12-22 18:00:14
23,96	NA	92,05	342	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	18H 0M 14S	18	22	12	2024	0	2024-12-22 18:00:14
23,61	92,78	93,57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	18H 29M 57S	18	22	12	2024	29	2024-12-22 18:29:57
23,61	92,78	93,57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	18H 29M 57S	18	22	12	2024	29	2024-12-22 18:29:57
NA	NA	NA	NA	5	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-22	18H 30M 4S	18	22	12	2024	30	2024-12-22 18:30:04
NA	NA	NA	NA	5	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-22	18H 30M 4S	18	22	12	2024	30	2024-12-22 18:30:04
NA	NA	NA	NA	5	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-22	18H 30M 4S	18	22	12	2024	30	2024-12-22 18:30:04
23,27	92,86	93,93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	18H 59M 57S	18	22	12	2024	59	2024-12-22 18:59:57
23,27	92,86	93,93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	18H 59M 57S	18	22	12	2024	59	2024-12-22 18:59:57
23,27	92,86	93,93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	18H 59M 57S	18	22	12	2024	59	2024-12-22 18:59:57
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	19H 0M 6S	19	22	12	2024	0	2024-12-22 19:00:06
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	19H 0M 6S	19	22	12	2024	0	2024-12-22 19:00:06
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	19H 0M 6S	19	22	12	2024	0	2024-12-22 19:00:06
23,09	NA	92,41	347	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	19H 0M 12S	19	22	12	2024	0	2024-12-22 19:00:12
23,09	NA	92,41	347	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	19H 0M 12S	19	22	12	2024	0	2024-12-22 19:00:12
23,09	NA	92,41	347	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	19H 0M 12S	19	22	12	2024	0	2024-12-22 19:00:12
NA	NA	NA	NA	6	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	19H 10M 35S	19	22	12	2024	10	2024-12-22 19:10:35
23,96	92,73	92,05	342	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	19H 10M 35S	19	22	12	2024	10	2024-12-22 19:10:35
23,96	NA	92,05	342	6	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	19H 10M 35S	19	22	12	2024	10	2024-12-22 19:10:35
24,1	92,73	93,4	NA	6	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	19H 10M 35S	19	22	12	2024	10	2024-12-22 19:10:35
24,89	92,68	92,99	NA	18	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	19H 10M 42S	19	22	12	2024	10	2024-12-22 19:10:42
24,89	92,68	91,9	349	18	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	19H 10M 42S	19	22	12	2024	10	2024-12-22 19:10:42
24,75	NA	91,9	349	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	19H 10M 42S	19	22	12	2024	10	2024-12-22 19:10:42
24,89	92,68	92,99	NA	18	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	19H 10M 42S	19	22	12	2024	10	2024-12-22 19:10:42
24,75	NA	91,9	349	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	19H 10M 42S	19	22	12	2024	10	2024-12-22 19:10:42
23,27	92,86	93,93	347	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	19H 11M 16S	19	22	12	2024	11	2024-12-22 19:11:16
23,09	92,86	92,41	347	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	19H 11M 16S	19	22	12	2024	11	2024-12-22 19:11:16
23,61	92,78	93,57	NA	5	1	0	NA	NA	NA	NA	NA	NA	2024-12-22	19H 11M 21S	19	22	12	2024	11	2024-12-22 19:11:21
23,27	92,86	93,93	NA	5	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-22	19H 11M 16S	19	22	12	2024	11	2024-12-22 19:11:16
23,09	NA	92,41	347	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	19H 11M 16S	19	22	12	2024	11	2024-12-22 19:11:16
23,61	92,78	93,57	NA	5	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-22	19H 11M 21S	19	22	12	2024	11	2024-12-22 19:11:21
23,61	92,78	93,57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	19H 11M 21S	19	22	12	2024	11	2024-12-22 19:11:21
23,07	92,87	94,16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	19H 29M 56S	19	22	12	2024	29	2024-12-22 19:29:56
23,07	92,87	94,16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	19H 29M 56S	19	22	12	2024	29	2024-12-22 19:29:56
23,07	92,87	94,16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	19H 29M 56S	19	22	12	2024	29	2024-12-22 19:29:56
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	19H 30M 4S	19	22	12	2024	30	2024-12-22 19:30:04
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	19H 30M 4S	19	22	12	2024	30	2024-12-22 19:30:04
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	19H 30M 4S	19	22	12	2024	30	2024-12-22 19:30:04
22,88	NA	92,59	351	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	19H 30M 12S	19	22	12	2024	30	2024-12-22 19:30:12
22,88	NA	92,59	351	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	19H 30M 12S	19	22	12	2024	30	2024-12-22 19:30:12
22,88	NA	92,59	351	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	19H 30M 12S	19	22	12	2024	30	2024-12-22 19:30:12
22,99	92,89	94,37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	19H 59M 56S	19	22	12	2024	59	2024-12-22 19:59:56
22,99	92,89	94,37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	19H 59M 56S	19	22	12	2024	59	2024-12-22 19:59:56
NA	NA	NA	NA	0	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-22	20H 0M 4S	20	22	12	2024	0	2024-12-22 20:00:04
NA	NA	NA	NA	0	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-22	20H 0M 4S	20	22	12	2024	0	2024-12-22 20:00:04
NA	NA	NA	NA	0	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-22	20H 0M 4S	20	22	12	2024	0	2024-12-22 20:00:04
22,84	NA	92,66	353	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	20H 0M 12S	20	22	12	2024	0	2024-12-22 20:00:12
22,84	NA	92,66	353	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	20H 0M 12S	20	22	12	2024	0	2024-12-22 20:00:12
22,84	NA	92,66	353	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	20H 0M 12S	20	22	12	2024	0	2024-12-22 20:00:12
22,73	92,9	94,46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	20H 29M 56S	20	22	12	2024	29	2024-12-22 20:29:56
22,73	92,9	94,46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	20H 29M 56S	20	22	12	2024	29	2024-12-22 20:29:56
22,73	92,9	94,46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	20H 29M 56S	20	22	12	2024	29	2024-12-22 20:29:56
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	20H 30M 4S	20	22	12	2024	30	2024-12-22 20:30:04
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	20H 30M 4S	20	22	12	2024	30	2024-12-22 20:30:04
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	20H 30M 4S	20	22	12	2024	30	2024-12-22 20:30:04
22,54	NA	92,81	343	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	20H 30M 12S	20	22	12	2024	30	2024-12-22 20:30:12
22,54	NA	92,81	343	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	20H 30M 12S	20	22	12	2024	30	2024-12-22 20:30:12
22,54	NA	92,81	343	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	20H 30M 12S	20	22	12	2024	30	2024-12-22 20:30:12
22,67	92,93	94,69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	20H 59M 56S	20	22	12	2024	59	2024-12-22 20:59:56
22,67	92,93	94,69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	20H 59M 56S	20	22	12	2024	59	2024-12-22 20:59:56
22,67	92,93	94,69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	20H 59M 56S	20	22	12	2024	59	2024-12-22 20:59:56
NA	NA	NA	NA	2	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	21H 0M 4S	21	22	12	2024	0	2024-12-22 21:00:04
NA	NA	NA	NA	2	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	21H 0M 4S	21	22	12	2024	0	2024-12-22 21:00:04
NA	NA	NA	NA	2	0	0	NA	NA	NA	NA	NA	NA	2024-12-22	21H 0M 4S	21	22	12	2024	0	2024-12-22 21:00:04
22,5	NA	92,97	341	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	21H 0M 11S	21	22	12	2024	0	2024-12-22 21:00:11
22,5	NA	92,97	341	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	21H 0M 11S	21	22	12	2024	0	2024-12-22 21:00:11
22,5	NA	92,97	341	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	21H 0M 11S	21	22	12	2024	0	2024-12-22 21:00:11
22,72	92,95	94,77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	21H 29M 56S	21	22	12	2024	29	2024-12-22 21:29:56
22,72	92,95	94,77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-22	21H 29M 56S	21	22	12	2024	29	2024-12-22 21:29:56
